ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl.y,gene,ENTREZID,description
ENSG00000243449.6,95.09443588762417,-1.6146445364736026,0.3673291760969153,-4.3956337844712845,1.104500118345421e-5,8.862269251324538e-5,NA,NA,NA,NA
ENSG00000139631.19,350.8865479273751,-1.1143773066620049,0.2537232686523557,-4.392097392489816,1.1226238684684873e-5,8.997659453590043e-5,NA,NA,NA,NA
ENSG00000275180.1,62.04934701231974,-1.7520271808847214,0.40156499765774945,-4.362997749066665,1.2829226400037136e-5,1.018788732731158e-4,NA,NA,NA,NA
ENSG00000125971.17,128.80613089329302,-1.2466196289316114,0.2863258178992565,-4.3538498835974115,1.3376732411264665e-5,1.055666689415302e-4,NA,NA,NA,NA
ENSG00000150337.14,468.826949133378,-1.0134650782508376,0.23285745035533675,-4.352298269625069,1.3471781141438676e-5,1.0623911556097294e-4,ENSG00000150337,FCGR1A,2209,Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]
ENSG00000133574.10,117.27351724486999,-1.2314014152013693,0.2835648248182299,-4.342574633474795,1.4082262348721437e-5,1.1081057165947276e-4,ENSG00000133574,GIMAP4,55303,"GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]"
ENSG00000010295.20,302.76417417244687,-1.0165031183935236,0.2340742070642816,-4.342653260016688,1.4077221747770634e-5,1.1081057165947276e-4,ENSG00000010295,IFFO1,25900,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
ENSG00000278175.4,70.13063973917505,-1.3661200059763685,0.31497409403075627,-4.33724560802442,1.4427937256216285e-5,1.1328291681317165e-4,NA,NA,NA,NA
ENSG00000256673.1,526.4286127287754,-1.16619678461553,0.26924773018814124,-4.331315193634616,1.4822132395152965e-5,1.1616678137065074e-4,ENSG00000256673,NA,NA,ovostatin (OVOS) pseudogene
ENSG00000151611.17,102.0353894543678,-1.191505580985703,0.2763242908591849,-4.311982769523853,1.6179704530082598e-5,1.255307869973207e-4,ENSG00000151611,MMAA,166785,metabolism of cobalamin associated A [Source:HGNC Symbol;Acc:HGNC:18871]
ENSG00000261889.1,39.24163226414863,-2.0672478118630524,0.47946706210242646,-4.311553337570945,1.6211165744011385e-5,1.257297021353067e-4,ENSG00000261889,NA,NA,novel transcript
ENSG00000264812.1,19.56234964585501,-3.527765155613343,0.8194311124006467,-4.305139385394123,1.6688062855315936e-5,1.290575405343774e-4,ENSG00000264812,NA,NA,"novel transcript, sense intronic C17orf101"
ENSG00000229124.7,340.30787046662243,-1.0721122118225797,0.24996546200524414,-4.289041386846025,1.7944593612520548e-5,1.3764108890996222e-4,NA,NA,NA,NA
ENSG00000184924.6,262.2497642139815,-1.0815097785708423,0.25218031363460686,-4.288636820945035,1.7977304509333616e-5,1.3784302520082793e-4,ENSG00000184924,PTRHD1,391356,peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]
ENSG00000182809.11,183.4993468816201,-1.7338904209175838,0.40446486358435574,-4.286875269094818,1.8120396920848324e-5,1.386939419762343e-4,ENSG00000182809,CRIP2,1397,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
ENSG00000172232.10,65353.29479261181,-1.2126245004822946,0.28303058907912043,-4.284429129825641,1.83208995021417e-5,1.4017890221482764e-4,ENSG00000172232,AZU1,566,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]
ENSG00000233328.3,84.4651105960179,-1.3221832956444606,0.30916136149588813,-4.276677037670653,1.897037037666924e-5,1.4478905520432742e-4,ENSG00000233328,PFN1P1,NA,profilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42989]
ENSG00000170909.13,399.3497448316779,-1.0216388848249645,0.23894662949761233,-4.275594457946406,1.906279546023872e-5,1.4539169183238235e-4,NA,NA,NA,NA
ENSG00000235363.1,181.01846256931364,-1.0849686594152987,0.2538546088069985,-4.273976606192652,1.9201719125000177e-5,1.4614152955481276e-4,ENSG00000235363,SNRPGP10,NA,small nuclear ribonucleoprotein polypeptide G pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39329]
ENSG00000132207.18,37.786591574856914,-1.9458304353248455,0.45533866986980787,-4.273369612735076,1.925408951110012e-5,1.464368794377153e-4,ENSG00000132207,SLX1A,79008,"SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
ENSG00000132207.18,37.786591574856914,-1.9458304353248455,0.45533866986980787,-4.273369612735076,1.925408951110012e-5,1.464368794377153e-4,ENSG00000132207,SLX1A,548593,"SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
ENSG00000132207.18,37.786591574856914,-1.9458304353248455,0.45533866986980787,-4.273369612735076,1.925408951110012e-5,1.464368794377153e-4,ENSG00000132207,SLX1A,124907837,"SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
ENSG00000240509.1,56.504321233051435,-1.6810656960326062,0.3934588792058742,-4.272532111679712,1.932657108809304e-5,1.468846613636413e-4,ENSG00000240509,RPL34P18,NA,ribosomal protein L34 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:35968]
ENSG00000247708.8,125.40440148555675,-1.0469127174053336,0.24649277682063342,-4.247234871986312,2.1642504207410124e-5,1.6288077756932708e-4,ENSG00000247708,STX18-AS1,100507266,STX18 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48877]
ENSG00000265452.1,55.79244472917571,-1.515949845122361,0.3585989112997513,-4.227424560849224,2.363813893125356e-5,1.7709709906636492e-4,ENSG00000265452,MIR3682,100500850,microRNA 3682 [Source:HGNC Symbol;Acc:HGNC:38916]
ENSG00000272872.1,45.798881907293065,-1.6496030149785514,0.3902218276466532,-4.2273468527554305,2.364630125084893e-5,1.7709709906636492e-4,ENSG00000272872,NA,NA,"novel transcript, sense intronic to novel transcript"
ENSG00000090554.13,158.299687922098,-1.0744802366950232,0.25557051074947296,-4.204241849124368,2.619587240847405e-5,1.9403817394297485e-4,ENSG00000090554,FLT3LG,2323,fms related receptor tyrosine kinase 3 ligand [Source:HGNC Symbol;Acc:HGNC:3766]
ENSG00000123395.14,245.175191660193,-1.0008086248048202,0.23849242155143416,-4.196395920232552,2.7119600089396525e-5,2.004677867614686e-4,NA,NA,NA,NA
ENSG00000196436.8,275.1091087981761,-1.303862123549624,0.31075422203181696,-4.19579858006282,2.7191181460254088e-5,2.0085938764618757e-4,NA,NA,NA,NA
ENSG00000204922.5,152.01805291013295,-1.0617430962519954,0.2530560131097979,-4.195684122278959,2.7204917832833613e-5,2.0089212922248407e-4,ENSG00000204922,UQCC3,790955,ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]
ENSG00000272655.2,164.60123882912438,-1.02385466480433,0.24415275066133604,-4.193500429673707,2.746825563347029e-5,2.0262882666139068e-4,NA,NA,NA,NA
ENSG00000241990.5,66.65117061439857,-1.6694589002383964,0.3991063750130521,-4.182992316732099,2.8769711854937347e-5,2.112910266570773e-4,ENSG00000241990,PRR34-AS1,NA,PRR34 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50499]
ENSG00000224945.1,203.29734819608802,-1.00808633184344,0.2410556433561558,-4.181965283235493,2.8900010621822098e-5,2.1203161037933494e-4,ENSG00000224945,NA,NA,novel transcript
ENSG00000198727.2,202642.34179206198,-1.3336769170987048,0.3202002189714392,-4.165134306849629,3.111693270692743e-5,2.2683214416204493e-4,ENSG00000198727,MT-CYB,4519,mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]
ENSG00000225972.1,147.88816945780314,-1.2710130116895528,0.30559574663538497,-4.159131878252333,3.1945942462960437e-5,2.3204657747353014e-4,ENSG00000225972,MTND1P23,NA,MT-ND1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092]
ENSG00000248923.1,41.49423125086555,-2.1430440069737644,0.5153664885386066,-4.158291341469765,3.2063692493662634e-5,2.3279060131915387e-4,ENSG00000248923,MTND5P11,NA,MT-ND5 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42273]
ENSG00000105792.19,299.20780281320174,-1.1792744010251692,0.2844768329695555,-4.14541454471048,3.391994870182182e-5,2.452778072236225e-4,ENSG00000105792,CFAP69,79846,cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107]
ENSG00000198010.13,8.53492643989794,-6.65526418964547,1.6059524752028025,-4.1441227510826755,3.411169984839817e-5,2.4658179548932486e-4,ENSG00000198010,DLGAP2,9228,DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]
ENSG00000170684.9,201.87837696999273,-1.0738873818554828,0.2594712519989203,-4.138752842877373,3.491988882447301e-5,2.520188681342564e-4,NA,NA,NA,NA
ENSG00000111664.11,176.79392848257376,-1.042293561995723,0.25188737583648063,-4.137934894650519,3.5044577299903e-5,2.527329702937561e-4,ENSG00000111664,GNB3,2784,G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]
ENSG00000167840.13,58.16191098352506,-1.5657693756752906,0.37903351489347864,-4.130952314639842,3.6126352221458935e-5,2.598401722737313e-4,NA,NA,NA,NA
ENSG00000184730.11,667.867767749146,-1.6183585085753163,0.39237026391921637,-4.124569717414962,3.714284754145226e-5,2.667071380495634e-4,NA,NA,NA,NA
ENSG00000266066.1,83.68658140482368,-1.2105069259321757,0.2936783447184914,-4.121880103527961,3.757927834803604e-5,2.694824902327447e-4,ENSG00000266066,POLRMTP1,NA,RNA polymerase mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28865]
ENSG00000227232.5,133.315489337047,-1.1151407915618778,0.2708623005275022,-4.117002585410187,3.83831768728072e-5,2.7460886515495465e-4,ENSG00000227232,WASH7P,NA,"WASP family homolog 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:38034]"
ENSG00000164011.18,213.71081630980657,-1.0592268156361182,0.259263638549658,-4.085520135262776,4.3978186323328705e-5,3.120529080162055e-4,ENSG00000164011,ZNF691,51058,zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]
ENSG00000105963.15,124.57968996497956,-1.274523374231872,0.31226349370760775,-4.081563807216253,4.473369271905637e-5,3.167057092310351e-4,ENSG00000105963,ADAP1,11033,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]
ENSG00000123405.14,111.4436456562593,-1.3851693115404866,0.3400941433773225,-4.072899632392934,4.6431436587550403e-05,3.280587626958077e-4,ENSG00000123405,NFE2,4778,"nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"
ENSG00000185518.12,7.401964856233359,-5.704039172478477,1.4019948355170775,-4.068516536563944,4.731340372814894e-5,3.3385327231967056e-4,ENSG00000185518,SV2B,9899,synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:HGNC:16874]
ENSG00000263731.1,173.86544066400464,-1.0003992166043396,0.2459852284305808,-4.06690768786005,4.764110380837203e-5,3.359460200621714e-4,ENSG00000263731,NA,NA,novel transcript
ENSG00000183208.12,55.357397468218814,-1.4935341993712195,0.3699691116145811,-4.03691592753052,5.415846604649532e-5,3.76493753662565e-4,NA,NA,NA,NA
ENSG00000006016.11,22.816502261514316,-2.5042150272629233,0.6215783991254741,-4.02879995634696,5.606229690922032e-5,3.8860260509274e-4,NA,NA,NA,NA
ENSG00000162881.6,50.865437348594085,-1.5235619522070618,0.3802064063850206,-4.007196950448563,6.144362429906005e-5,4.21573160427488e-4,NA,NA,NA,NA
ENSG00000212907.2,34443.29606844772,-1.2284198128655004,0.3065749310157235,-4.006915401711361,6.151688467899557e-5,4.2180774023146153e-4,ENSG00000212907,MT-ND4L,4539,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]
ENSG00000163823.4,160.37272857112148,-1.2136986226614457,0.30371591312680973,-3.9961640803282283,6.437712241375356e-5,4.391882550261506e-4,ENSG00000163823,CCR1,1230,C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]
ENSG00000267698.1,26.04262920759137,-2.4624905737822593,0.620751676549176,-3.9669495336226945,7.279839958589825e-5,4.913607514406737e-4,NA,NA,NA,NA
ENSG00000100918.13,152.7602551248226,-1.258175181981153,0.31813888839989857,-3.9547984476504325,7.659919912537731e-5,5.14399084780775e-4,NA,NA,NA,NA
ENSG00000198888.2,433125.8492002845,-1.0988021201764717,0.2789802206680463,-3.9386380781593733,8.194543067365832e-5,5.47113710298587e-4,ENSG00000198888,MT-ND1,4535,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]
ENSG00000130775.16,315.85009925784635,-1.0517195241087798,0.26763045498310273,-3.929745305612479,8.503588580045718e-5,5.659971782378149e-4,ENSG00000130775,THEMIS2,9473,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]
ENSG00000154146.13,39.15394392015762,-1.8120291051328092,0.46121411478965874,-3.928824047284856,8.536226695548909e-5,5.678194910976341e-4,ENSG00000154146,NRGN,4900,neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]
ENSG00000092853.14,334.5147757519101,-1.01077003418759,0.258049091877544,-3.9169679956372265,8.966964780259111e-5,5.933640929676823e-4,ENSG00000092853,CLSPN,63967,claspin [Source:HGNC Symbol;Acc:HGNC:19715]
ENSG00000230715.3,287.4582102758821,-1.0317131324029207,0.2636983817721116,-3.9124742649900988,9.135527623499737e-5,6.028554781375499e-4,ENSG00000230715,NA,NA,novel pseudogene
ENSG00000103534.17,14.380780742355666,-3.106507286283013,0.7956677679598233,-3.9042768997020296,9.450752737450397e-5,6.219465196800638e-4,ENSG00000103534,TMC5,79838,transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]
ENSG00000226281.4,243.706231413235,-1.1718117737767673,0.30055160268537223,-3.8988704878192255,9.664244537428446e-5,6.348353150354579e-4,NA,NA,NA,NA
ENSG00000234335.1,28.89379015091835,-2.0934788273279623,0.5393347492380659,-3.8815945575275497,1.037737868567941e-4,6.77352964272037e-4,ENSG00000234335,RPS4XP11,NA,ribosomal protein S4X pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37013]
ENSG00000205277.9,39.503942655214836,-2.0873812816060204,0.5378117182522507,-3.8812491635352813,1.0392130216259826e-4,6.781108359911821e-4,NA,NA,NA,NA
ENSG00000277572.1,15.641911899103304,-3.6101252747275754,0.9318447582836096,-3.874170287094992,1.069885849281911e-4,6.953935959571048e-4,ENSG00000277572,NA,NA,
ENSG00000182771.19,5.253438887412623,-5.952333975254821,1.5393374088635268,-3.866815644823024,1.1026571889968426e-4,7.145430379597788e-4,ENSG00000182771,GRID1,2894,glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]
ENSG00000163155.12,211.22657717433154,-1.0909844537917857,0.282373007754677,-3.863628689111895,1.1171499583136205e-4,7.233662006049142e-4,ENSG00000163155,LYSMD1,388695,LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]
ENSG00000277999.1,15.240328094349929,-2.853445311168669,0.7417295702228506,-3.8470157126287403,1.1956530420036824e-4,7.69953488903773e-4,ENSG00000277999,NA,NA,novel transcript
ENSG00000126106.14,124.02663698562421,-1.072972527579167,0.27903085252453214,-3.8453544397382804,1.2037830742941785e-4,7.742987838462182e-4,ENSG00000126106,TMEM53,79639,transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]
ENSG00000149294.17,8.982472638966602,-4.6314600274742475,1.2044332697294138,-3.8453438176070516,1.203835224792402e-4,7.742987838462182e-4,ENSG00000149294,NCAM1,4684,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
ENSG00000104863.12,68.96506659356172,-1.4079827830602387,0.36832573954712977,-3.822656501800298,1.3202163283785467e-4,8.391554595922749e-4,ENSG00000104863,LIN7B,64130,"lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]"
ENSG00000278983.1,43.62254483268872,-1.8478358849717227,0.48355585602319806,-3.821349409701027,1.3272344919861682e-4,8.432754421999602e-4,ENSG00000278983,NA,NA,TEC
ENSG00000149970.16,5.153172996859546,-5.924084231748524,1.5506781934100269,-3.8203182690801474,1.33279577920758e-4,8.461548504748623e-4,ENSG00000149970,CNKSR2,22866,connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]
ENSG00000162621.7,8.689814460599626,-5.931319101152055,1.553543417243303,-3.817929409193423,1.3457641712778646e-4,8.54136977843376e-4,ENSG00000162621,LRRC53,105378803,leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:HGNC:25255]
ENSG00000248367.1,49.94058062761276,-1.5109411606720886,0.39664018670995915,-3.809349660721483,1.3933279683552677e-4,8.825091666977689e-4,NA,NA,NA,NA
ENSG00000273017.1,35.34871791649184,-2.1162266383200334,0.5584234767257479,-3.7896448242618415,1.5086283623209763e-4,9.50519509752977e-4,ENSG00000273017,NA,NA,"novel transcript, sense intronic BACH1"
ENSG00000267673.6,161.23164455507202,-1.0580008971930597,0.27957399968826346,-3.7843322282214165,1.541218322525994e-4,9.679460738796179e-4,NA,NA,NA,NA
ENSG00000249119.1,14.86748313230105,-3.293703144768297,0.8712495163559452,-3.780436124136302,1.5655388199123875e-4,9.815073809392645e-4,ENSG00000249119,MTND6P4,NA,MT-ND6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39467]
ENSG00000266962.2,52.96863801235361,-1.6817365260684642,0.44558691789882765,-3.7742053424699273,1.6051850678413835e-4,0.001004031169896615,NA,NA,NA,NA
ENSG00000103855.18,119.95088473148732,-1.2570582116302025,0.3333938278085265,-3.770490353385161,1.6292710068036462e-4,0.0010176227821493875,ENSG00000103855,CD276,80381,CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]
ENSG00000274191.1,14.447155254567345,-2.606071731157653,0.6940919428515804,-3.754649161393474,1.7358444791229843e-4,0.0010767122663953887,ENSG00000274191,NA,NA,novel transcript
ENSG00000230061.2,38.18532471044079,-2.079359555645484,0.5557227383339396,-3.741721207736465,0.00018276420389043804,0.001127176432562793,ENSG00000230061,TRPM2-AS,NA,TRPM2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:50758]
ENSG00000163154.6,153.51084418211735,-1.1465444601623076,0.3065392810667606,-3.74028560441689,1.8381127515257922e-4,0.0011326635425497975,ENSG00000163154,TNFAIP8L2,79626,TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277]
ENSG00000267049.1,16.287990176078047,-2.850852282272574,0.7631734970515407,-3.735523171712084,1.873253285601185e-4,0.0011523443003618457,ENSG00000267049,NA,NA,novel transcript
ENSG00000149743.14,246.26249610876138,-1.1069647326167886,0.2979372713154978,-3.7154288475864403,2.0285934516405687e-4,0.0012383768676229336,ENSG00000149743,TRPT1,83707,tRNA phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:20316]
ENSG00000197417.9,120.48961035530051,-1.0252207644601277,0.27670285056854144,-3.705132644472604,2.112801373360588e-4,0.0012854214498056304,ENSG00000197417,SHPK,23729,sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]
ENSG00000075035.10,10.061161310562435,-4.364604315091289,1.1796442348164509,-3.699932730795237,2.1565662332943445e-4,0.0013087290081307333,ENSG00000075035,WSCD2,9671,WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]
ENSG00000275191.1,11.781810614008828,-2.91848237445362,0.7909333682238495,-3.6899219222568354,2.2432289045336387e-4,0.0013556058915950274,ENSG00000275191,NA,NA,"novel transcript, sense intronic to RPGRIP1L"
ENSG00000105519.18,114.95519552914104,-1.2836356448301807,0.3479019237929453,-3.6896480215905316,2.2456453622618855e-4,0.0013563069835512904,ENSG00000105519,CAPS,828,calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]
ENSG00000197406.7,5.06008306823758,-5.899646236695498,1.5997935242384413,-3.687754792921755,2.262415093143252e-4,0.00136490826183708,NA,NA,NA,NA
ENSG00000196152.10,127.47503381466298,-1.0155865240348236,0.2757031342681199,-3.6836234260839813,2.299418654787536e-4,0.0013822117927108151,ENSG00000196152,ZNF79,7633,zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]
ENSG00000176401.6,106.3354649299835,-1.04563395468846,0.284123305555075,-3.6802118455072406,2.3304026896194617e-4,0.0013988894877471063,ENSG00000176401,EID2B,126272,EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:HGNC:26796]
ENSG00000228253.1,13478.56287904129,-1.2697233502606768,0.3452056609538901,-3.6781649140750234,2.3491805671593596e-4,0.0014089863001695803,ENSG00000228253,MT-ATP8,4509,mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]
ENSG00000080224.17,7.872522857658295,-5.7896460782249815,1.582063690192529,-3.6595530977140442,2.526554890579639e-4,0.0015016067491713614,NA,NA,NA,NA
ENSG00000257464.1,10.870546425996201,-4.122436332438606,1.1267558471365478,-3.6586775590426748,2.535200667325429e-4,0.0015059161708085465,ENSG00000257464,NA,NA,Non-histone chromosomal protein HMG-14 (HMGN1) pseudogene
ENSG00000158006.14,63.10949319860505,-1.2836484287034196,0.351685365868165,-3.649991024035433,2.6224947282212926e-4,0.0015543482341958317,ENSG00000158006,PAFAH2,5051,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]
ENSG00000168140.5,98.29371939525076,-1.0747032096909948,0.2945032997011471,-3.649206004759779,2.630520980234791e-4,0.0015582499041215255,ENSG00000168140,VASN,114990,vasorin [Source:HGNC Symbol;Acc:HGNC:18517]
ENSG00000101417.12,107.68091845134039,-1.1020346408839856,0.3020851523579229,-3.6480927059210435,2.6419431494016616e-4,0.0015645868481042424,ENSG00000101417,PXMP4,11264,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]
ENSG00000207547.1,48.50912823758986,-1.4456802010016627,0.39648664803568306,-3.646226696823229,2.6611922788920945e-4,0.0015738280932850754,ENSG00000207547,MIR25,407014,microRNA 25 [Source:HGNC Symbol;Acc:HGNC:31609]
ENSG00000141086.18,91.97454532502502,-1.0393210297168929,0.2850889885319147,-3.645602150644077,2.667664201490129e-4,0.0015772235881318418,ENSG00000141086,CTRL,1506,chymotrypsin like [Source:HGNC Symbol;Acc:HGNC:2524]
ENSG00000183647.10,106.40471839391019,-1.0617838448744905,0.29155806064721196,-3.6417578115230334,2.707827611597457e-4,0.0015970339740402155,NA,NA,NA,NA
ENSG00000198899.2,264919.81537113694,-1.1858860224367314,0.3259105254269267,-3.638685865954403,2.740328174702546e-4,0.0016139979800375715,ENSG00000198899,MT-ATP6,4508,mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]
ENSG00000221539.1,37.66864560122183,-2.003412035355188,0.5523114423637713,-3.627323067545054,2.8637488491812423e-4,0.0016811871982469109,ENSG00000221539,SNORD99,692212,"small nucleolar RNA, C/D box 99 [Source:HGNC Symbol;Acc:HGNC:32762]"
ENSG00000164692.18,10.864813963336966,-3.30244805978896,0.9118780825803104,-3.6215894677982994,2.927985092363204e-4,0.001715166959151012,NA,NA,NA,NA
ENSG00000234147.1,119.0159142863072,-1.0742883583974963,0.29721338996224395,-3.6145355313028356,3.008865514123566e-4,0.0017556508162300205,NA,NA,NA,NA
ENSG00000223551.1,117.61849172667712,-1.018332494910706,0.28311182355459436,-3.596926762454109,3.219990966827834e-4,0.0018694822521039688,ENSG00000223551,TMSB4XP4,NA,TMSB4X pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:11886]
ENSG00000198064.13,215.7712251850236,-1.3442569399982804,0.3750575870052066,-3.584134774427638,3.3819743144989744e-4,0.0019540698260278795,NA,NA,NA,NA
ENSG00000237903.1,7.8701018716410704,-4.4979052246180675,1.2553317935014798,-3.5830409521232007,3.396173390415589e-4,0.001961748952537544,ENSG00000237903,NA,NA,novel transcript
ENSG00000198467.16,1828.3017329962927,-1.4740520568290463,0.4119945744215884,-3.577843370628151,3.4644094193202294e-4,0.0019952928296068924,ENSG00000198467,TPM2,7169,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]
ENSG00000135074.16,5.907984971698299,-6.121102689824384,1.7162076238741775,-3.566644620775294,3.615813008038136e-4,0.002072541398183154,ENSG00000135074,ADAM19,8728,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]
ENSG00000160606.11,57.23065371877069,-1.5721162656608378,0.4408221209099226,-3.5663279837585176,3.6201824599363435e-4,0.0020739448043233092,ENSG00000160606,TLCD1,116238,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
ENSG00000197054.12,91.98610493386917,-1.1559311239070538,0.3241654624774874,-3.5658676130167035,3.62654418269914e-4,0.0020764874567181075,ENSG00000197054,ZNF763,284390,zinc finger protein 763 [Source:HGNC Symbol;Acc:HGNC:27614]
ENSG00000142046.15,225.4076241111714,-1.1304256174424372,0.3170722473687055,-3.5651988681555244,3.6358039871212426e-4,0.002080685918100235,ENSG00000142046,TMEM91,641649,transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393]
ENSG00000197428.3,4.571850553621555,-5.749617270569183,1.615472710413542,-3.5590927865920734,3.721380510199532e-4,0.0021279673722518085,ENSG00000197428,OR51D1,390038,olfactory receptor family 51 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:15193]
ENSG00000145113.22,27.49302230251185,-2.0193235482771126,0.5675181462722372,-3.558165604996263,3.734538415271671e-4,0.0021349259587647848,ENSG00000145113,MUC4,4585,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]"
ENSG00000088305.18,48.55626974636934,-1.3634932115522909,0.383840206317716,-3.5522417639169537,3.819637347523107e-4,0.002178959302713842,NA,NA,NA,NA
ENSG00000146192.15,7.486550365390795,-5.025407784021638,1.416453915471801,-3.547879482085194,3.883458729958839e-4,0.002211277449822554,ENSG00000146192,FGD2,221472,"FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]"
ENSG00000142733.17,103.43660353609474,-1.4573124225035814,0.41211534221400636,-3.5361760973868748,4.059639852314251e-4,0.002301884025503396,NA,NA,NA,NA
ENSG00000170703.15,4.5052329650967495,-5.733178734275544,1.6244226484723687,-3.529363949503604,4.1655982635004687e-4,0.002352696774928122,NA,NA,NA,NA
ENSG00000113231.14,63.40350338439842,-1.1646136669852971,0.33113434170326017,-3.517042844287482,4.363833380242891e-4,0.0024582282897522697,ENSG00000113231,PDE8B,8622,phosphodiesterase 8B [Source:HGNC Symbol;Acc:HGNC:8794]
ENSG00000238133.6,28.172651081361796,-2.093339914033562,0.5953551173282351,-3.516119796580917,4.379033494911874e-4,0.0024655043343451677,ENSG00000238133,MAP3K20-AS1,339751,MAP3K20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27935]
ENSG00000197956.10,2734.1485369716643,-1.317528446116203,0.3750430406913791,-3.513005983759581,4.43067498463916e-4,0.002491331621571061,ENSG00000197956,S100A6,6277,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]
ENSG00000273691.1,5.852851236491175,-5.352706961165482,1.5238662718381064,-3.5125831315296323,4.4377315172733063e-4,0.002494000492476971,ENSG00000273691,NA,NA,"novel transcript, sense intronic to ZNF710"
